SiteId,SiteName,County,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
84,富貴角,新北市,7,二氧化氮,NO2,ppb,2020-11-01 08:00:00,2.67
84,富貴角,新北市,4,懸浮微粒,PM10,μg/m3,2020-11-01 08:00:00,53
84,富貴角,新北市,3,臭氧,O3,ppb,2020-11-01 08:00:00,50.1
84,富貴角,新北市,2,一氧化碳,CO,ppm,2020-11-01 08:00:00,.14
84,富貴角,新北市,4,懸浮微粒,PM10,μg/m3,2020-11-01 07:00:00,50
84,富貴角,新北市,33,細懸浮微粒,PM2.5,μg/m3,2020-11-01 07:00:00,20
84,富貴角,新北市,7,二氧化氮,NO2,ppb,2020-11-01 07:00:00,2.62
84,富貴角,新北市,3,臭氧,O3,ppb,2020-11-01 07:00:00,49.8
84,富貴角,新北市,2,一氧化碳,CO,ppm,2020-11-01 07:00:00,.14
84,富貴角,新北市,1,二氧化硫,SO2,ppb,2020-11-01 07:00:00,.1
84,富貴角,新北市,1,二氧化硫,SO2,ppb,2020-11-01 06:00:00,.1
84,富貴角,新北市,33,細懸浮微粒,PM2.5,μg/m3,2020-11-01 06:00:00,15
84,富貴角,新北市,7,二氧化氮,NO2,ppb,2020-11-01 06:00:00,1.24
84,富貴角,新北市,4,懸浮微粒,PM10,μg/m3,2020-11-01 06:00:00,42
84,富貴角,新北市,3,臭氧,O3,ppb,2020-11-01 06:00:00,52.9
84,富貴角,新北市,2,一氧化碳,CO,ppm,2020-11-01 06:00:00,.14
84,富貴角,新北市,1,二氧化硫,SO2,ppb,2020-11-01 05:00:00,.1
84,富貴角,新北市,33,細懸浮微粒,PM2.5,μg/m3,2020-11-01 05:00:00,20
84,富貴角,新北市,7,二氧化氮,NO2,ppb,2020-11-01 05:00:00,1.33
84,富貴角,新北市,4,懸浮微粒,PM10,μg/m3,2020-11-01 05:00:00,45
84,富貴角,新北市,3,臭氧,O3,ppb,2020-11-01 05:00:00,52.8
84,富貴角,新北市,2,一氧化碳,CO,ppm,2020-11-01 05:00:00,.14
84,富貴角,新北市,2,一氧化碳,CO,ppm,2020-11-01 04:00:00,.14
84,富貴角,新北市,33,細懸浮微粒,PM2.5,μg/m3,2020-11-01 04:00:00,17
84,富貴角,新北市,7,二氧化氮,NO2,ppb,2020-11-01 04:00:00,.89
84,富貴角,新北市,4,懸浮微粒,PM10,μg/m3,2020-11-01 04:00:00,38
84,富貴角,新北市,3,臭氧,O3,ppb,2020-11-01 04:00:00,52.7
84,富貴角,新北市,1,二氧化硫,SO2,ppb,2020-11-01 04:00:00,.1
84,富貴角,新北市,4,懸浮微粒,PM10,μg/m3,2020-11-01 03:00:00,41
84,富貴角,新北市,33,細懸浮微粒,PM2.5,μg/m3,2020-11-01 03:00:00,20
84,富貴角,新北市,7,二氧化氮,NO2,ppb,2020-11-01 03:00:00,1.01
84,富貴角,新北市,3,臭氧,O3,ppb,2020-11-01 03:00:00,54
84,富貴角,新北市,2,一氧化碳,CO,ppm,2020-11-01 03:00:00,.14
84,富貴角,新北市,1,二氧化硫,SO2,ppb,2020-11-01 03:00:00,0
84,富貴角,新北市,1,二氧化硫,SO2,ppb,2020-11-01 02:00:00,0
84,富貴角,新北市,33,細懸浮微粒,PM2.5,μg/m3,2020-11-01 02:00:00,17
84,富貴角,新北市,7,二氧化氮,NO2,ppb,2020-11-01 02:00:00,.98
84,富貴角,新北市,4,懸浮微粒,PM10,μg/m3,2020-11-01 02:00:00,47
84,富貴角,新北市,3,臭氧,O3,ppb,2020-11-01 02:00:00,55.4
84,富貴角,新北市,2,一氧化碳,CO,ppm,2020-11-01 02:00:00,.14
84,富貴角,新北市,2,一氧化碳,CO,ppm,2020-11-01 01:00:00,.14
84,富貴角,新北市,1,二氧化硫,SO2,ppb,2020-11-01 01:00:00,0
84,富貴角,新北市,7,二氧化氮,NO2,ppb,2020-11-01 01:00:00,1.92
84,富貴角,新北市,4,懸浮微粒,PM10,μg/m3,2020-11-01 01:00:00,58
84,富貴角,新北市,33,細懸浮微粒,PM2.5,μg/m3,2020-11-01 01:00:00,16
84,富貴角,新北市,3,臭氧,O3,ppb,2020-11-01 01:00:00,54.9
84,富貴角,新北市,1,二氧化硫,SO2,ppb,2020-11-01 00:00:00,.1
84,富貴角,新北市,2,一氧化碳,CO,ppm,2020-11-01 00:00:00,.15
84,富貴角,新北市,3,臭氧,O3,ppb,2020-11-01 00:00:00,56.2
84,富貴角,新北市,4,懸浮微粒,PM10,μg/m3,2020-11-01 00:00:00,61
84,富貴角,新北市,7,二氧化氮,NO2,ppb,2020-11-01 00:00:00,1.02
84,富貴角,新北市,33,細懸浮微粒,PM2.5,μg/m3,2020-11-01 00:00:00,17
